,year,att,std,q_model,g_model,q_accuracy,g_accuracy,response,treat_year
87,1994,3.427713338147035,1.5962931516646848,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
88,1995,1.3412714499275,1.6291611242878408,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
89,1996,-0.247532935092076,1.6912821198511048,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
90,1997,-3.1449773699126866,1.6898158975925495,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
91,1998,1.65379149948875,1.6988077741251837,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
92,1999,6.6380401185931674,1.6880199460942737,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
93,2000,7.583562550638143,1.7411180199885938,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
94,2001,4.539673603033359,1.4584051226046204,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
95,2002,3.2345102750288617,1.4366920448398364,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
96,2003,3.9962803882624733,1.4394025646217534,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
97,2004,5.292676460800847,1.4602248359241485,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
98,2005,4.4909644640969,1.4571301761514952,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
99,2006,5.21278872882702,1.4859020452023037,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
100,2007,5.686034034380985,1.4814750790070215,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
101,2008,5.918284622938816,1.4751848668438547,xgb_100,large_randf,0.7776224117688164,0.8583797236230272,insured,1998
102,1992,0.4329329244015978,1.1048239731394411,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
103,1993,-0.13494829200564532,1.1321953975209775,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
104,1994,-1.6316136033128592,1.2077238024806467,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
105,1995,1.1339839030317287,1.2520824215973352,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
106,1996,-0.7350741954443792,1.3091564510487135,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
107,1997,0.5441096336417846,1.3226828104654065,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
108,1998,1.693105360027154,1.294269710535342,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
109,1999,-1.4352727688946045,1.3032544395072256,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
110,2000,2.759611717392543,1.2803181596633098,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
111,2001,0.1899042281167328,1.1236125451071952,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
112,2002,0.5927107737347179,1.1493816082130508,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
113,2003,0.36810790623828704,1.148845727856588,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
114,2004,1.4998546011559566,1.168733501842428,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
115,2005,-0.1000514464562376,1.1981358949565073,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
116,2006,1.1510638681880803,1.2113451600815477,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
117,2007,2.3344021366486287,1.1968035735893163,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
118,2008,2.4706041414734026,1.1975365198739467,xgb_100,large_randf,0.899546424378545,0.8829489299034208,pubonly,1999
119,1992,-0.7335318740751351,1.6835650027734326,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
120,1993,-2.2352875769897063,1.7384032140826586,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
121,1994,4.667676426448007,1.7440461951099058,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
122,1995,-0.46550420608217236,1.7898064545204708,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
123,1996,1.9152894924281758,1.8226589940663211,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
124,1997,-2.190799320615162,1.8603864644555097,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
125,1998,-1.1573880230288942,1.9151655478524947,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
126,1999,4.699716805392202,1.9100719831104618,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
127,2000,3.290445921303081,1.9780093185013357,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
128,2001,1.9196952680164656,1.669885717616765,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
129,2002,-1.6639557526061763,1.6738434342414947,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
130,2003,-0.9578742835353229,1.6646027417595781,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
131,2004,1.1073780545661098,1.7179335329207779,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
132,2005,1.458149643440583,1.7069183389189648,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
133,2006,0.9010456500623731,1.7275022376334135,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
134,2007,-0.44468556445184554,1.717096224935813,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
135,2008,-0.13493660717125439,1.71736917614545,xgb_100,large_randf,0.7567777513275551,0.8829489299034208,privonly,1999
136,1992,-0.23020417733859996,1.6958542260441996,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
137,1993,-2.6459438324546456,1.7821927362679202,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
138,1994,3.126664956257219,1.764411164230667,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
139,1995,2.1556728208922222,1.7525196487694512,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
140,1996,0.9507068242699495,1.8014788998090916,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
141,1997,-3.8624507198319877,1.830780098481344,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
142,1998,1.7819114313822795,1.858060193366252,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
143,1999,3.644129553051894,1.8605029799308341,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
144,2000,5.196822715257468,1.904676275168365,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
145,2001,2.1060762791537835,1.605911229268963,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
146,2002,-0.28523166718603815,1.5895753954284453,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
147,2003,0.9786596770024228,1.5905241081496146,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
148,2004,2.74535784882056,1.6111671396955325,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
149,2005,1.9566108384924161,1.6104859065294306,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
150,2006,3.9248314101261568,1.6334891805955878,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
151,2007,2.583586685553815,1.6351081108358025,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
152,2008,2.6411832961154778,1.6296958730989237,xgb_100,large_randf,0.7776224117688164,0.8829489299034208,insured,1999
